card_id,card_description,association,card_type,nation,collected,duplicate,main_set,page_number
LOGO,Panini Logo,We Are Panini,foil,NA,no,0,yes,1
FWC1,Official Emblem,FIFA World Cup 2026,foil,NA,no,0,yes,1
FWC2,Official Emblem,FIFA World Cup 2026,foil,NA,no,0,yes,1
FWC3,Official Mascots,FIFA World Cup 2026,foil,NA,no,0,yes,1
FWC4,Official Slogan,FIFA World Cup 2026,foil,NA,no,0,yes,1
FWC5,Official Ball,FIFA World Cup 2026,foil,NA,no,0,yes,2
FWC6,Canada,Host Countries and Cities,foil,NA,no,0,yes,2
FWC7,Mexico,Host Countries and Cities,foil,NA,no,0,yes,2
FWC8,USA,Host Countries and Cities,foil,NA,no,0,yes,2
MEX1,Emblem,Mexico,foil,Mexico,no,0,yes,8
MEX2,Luis Malagon,Mexico,-,Mexico,no,0,yes,8
MEX3,Johan Vasquez,Mexico,-,Mexico,no,0,yes,8
MEX4,Jorge Sanchez,Mexico,-,Mexico,yes,0,yes,8
MEX5,Cesar Montes,Mexico,-,Mexico,no,0,yes,8
MEX6,Jesus Gallardo,Mexico,-,Mexico,yes,0,yes,8
MEX7,Israel Reyes,Mexico,-,Mexico,yes,0,yes,8
MEX8,Diego Lainez,Mexico,-,Mexico,yes,0,yes,8
MEX9,Carlos Rodriguez,Mexico,-,Mexico,no,0,yes,8
MEX10,Edson Alvarez,Mexico,-,Mexico,no,0,yes,8
MEX11,Orbelin Pineda,Mexico,-,Mexico,no,0,yes,8
MEX12,Marcel Ruiz,Mexico,-,Mexico,no,0,yes,8
MEX13,Team Photo,Mexico,-,Mexico,no,0,yes,8
MEX14,Erick Sanchez,Mexico,-,Mexico,no,0,yes,8
MEX15,Hirving Lozano,Mexico,-,Mexico,yes,0,yes,8
MEX16,Santiago Gimenez,Mexico,-,Mexico,yes,0,yes,8
MEX17,Raul Jimenez,Mexico,-,Mexico,no,0,yes,8
MEX18,Alexis Vega,Mexico,-,Mexico,yes,0,yes,8
MEX19,Roberto Alvarado,Mexico,-,Mexico,yes,0,yes,8
MEX20,Cesar Huerta,Mexico,-,Mexico,no,0,yes,8
RSA1,Emblem,South Africa,foil,South Africa,no,0,yes,10
RSA2,Ronwen Williams,South Africa,-,South Africa,no,0,yes,10
RSA3,Sipho Chaine,South Africa,-,South Africa,no,0,yes,10
RSA4,Aubrey Modiba,South Africa,-,South Africa,no,0,yes,10
RSA5,Samukele Kabini,South Africa,-,South Africa,no,0,yes,10
RSA6,Mbekezeli Mbokazi,South Africa,-,South Africa,no,0,yes,10
RSA7,Khulumani Ndamane,South Africa,-,South Africa,no,0,yes,10
RSA8,Siyabonga Ngezana,South Africa,-,South Africa,no,0,yes,10
RSA9,Khuliso Mudau,South Africa,-,South Africa,no,0,yes,10
RSA10,Nkosinathi Sibisi,South Africa,-,South Africa,no,0,yes,10
RSA11,Teboho Mokoena,South Africa,-,South Africa,no,0,yes,10
RSA12,Thalente Mbatha,South Africa,-,South Africa,no,0,yes,10
RSA13,Team Photo,South Africa,-,South Africa,no,0,yes,10
RSA14,Bathusi Aubaas,South Africa,-,South Africa,no,0,yes,10
RSA15,Yaya Sithole,South Africa,-,South Africa,no,0,yes,10
RSA16,Sipho Mbule,South Africa,-,South Africa,no,0,yes,10
RSA17,Lyle Foster,South Africa,-,South Africa,no,0,yes,10
RSA18,Iqraam Rayners,South Africa,-,South Africa,no,0,yes,10
RSA19,Mohau Nkota,South Africa,-,South Africa,no,0,yes,10
RSA20,Oswin Appollis,South Africa,-,South Africa,no,0,yes,10
KOR1,Emblem,South Korea,foil,South Korea,no,0,yes,12
KOR2,Hyeon-woo Jo,South Korea,-,South Korea,no,0,yes,12
KOR3,Seung-Gyu Kim,South Korea,-,South Korea,no,0,yes,12
KOR4,Min-jae Kim,South Korea,-,South Korea,no,0,yes,12
KOR5,Yu-min Cho,South Korea,-,South Korea,no,0,yes,12
KOR6,Young-woo Seol,South Korea,-,South Korea,no,0,yes,12
KOR7,Han-beom Lee,South Korea,-,South Korea,no,0,yes,12
KOR8,Tae-seok Lee,South Korea,-,South Korea,no,0,yes,12
KOR9,Myung-jae Lee,South Korea,-,South Korea,no,0,yes,12
KOR10,Jae-sung Lee,South Korea,-,South Korea,no,0,yes,12
KOR11,In-beom Hwang,South Korea,-,South Korea,no,0,yes,12
KOR12,Kang-in Lee,South Korea,-,South Korea,no,0,yes,12
KOR13,Team Photo,South Korea,-,South Korea,no,0,yes,12
KOR14,Seung-ho Paik,South Korea,-,South Korea,no,0,yes,12
KOR15,Jens Castrop,South Korea,-,South Korea,no,0,yes,12
KOR16,Dongg-yeong Lee,South Korea,-,South Korea,no,0,yes,12
KOR17,Gue-sung Cho,South Korea,-,South Korea,no,0,yes,12
KOR18,Heung-min Son,South Korea,-,South Korea,no,0,yes,12
KOR19,Hee-chan Hwang,South Korea,-,South Korea,no,0,yes,12
KOR20,Hyeon-Gyu Oh,South Korea,-,South Korea,yes,0,yes,12
CZE1,Emblem,Czechia,foil,Czechia,no,0,yes,14
CZE2,Matej Kovar,Czechia,-,Czechia,no,0,yes,14
CZE3,Jindrich Stanek,Czechia,-,Czechia,no,0,yes,14
CZE4,Ladislav Krejci,Czechia,-,Czechia,no,0,yes,14
CZE5,Vladimir Coufal,Czechia,-,Czechia,no,0,yes,14
CZE6,Jaroslav Zeleny,Czechia,-,Czechia,no,0,yes,14
CZE7,Tomas Holes,Czechia,-,Czechia,no,0,yes,14
CZE8,David Zima,Czechia,-,Czechia,no,0,yes,14
CZE9,Michal Sadilek,Czechia,-,Czechia,no,0,yes,14
CZE10,Lukas Provod,Czechia,-,Czechia,yes,0,yes,14
CZE11,Lukas Cerv,Czechia,-,Czechia,no,0,yes,14
CZE12,Tomas Soucek,Czechia,-,Czechia,no,0,yes,14
CZE13,Team Photo,Czechia,-,Czechia,no,0,yes,14
CZE14,Pavel Sulc,Czechia,-,Czechia,no,0,yes,14
CZE15,Matej Vydra,Czechia,-,Czechia,no,0,yes,14
CZE16,Vasil Kusej,Czechia,-,Czechia,no,0,yes,14
CZE17,Tomas Chory,Czechia,-,Czechia,no,0,yes,14
CZE18,Vaclav Cerny,Czechia,-,Czechia,no,0,yes,14
CZE19,Adam Hlozek,Czechia,-,Czechia,no,0,yes,14
CZE20,Patrik Schick,Czechia,-,Czechia,no,0,yes,14
CAN1,Emblem,Canada,foil,Canada,no,0,yes,16
CAN2,Dayne St.Clair,Canada,-,Canada,no,0,yes,16
CAN3,Alphonso Davies,Canada,-,Canada,no,0,yes,16
CAN4,Alistair Johnston,Canada,-,Canada,no,0,yes,16
CAN5,Samuel Adekugbe,Canada,-,Canada,no,0,yes,16
CAN6,Richie Laryea,Canada,-,Canada,no,0,yes,16
CAN7,Derek Cornelius,Canada,-,Canada,no,0,yes,16
CAN8,Moise Bombito,Canada,-,Canada,no,0,yes,16
CAN9,Kamal Miller,Canada,-,Canada,no,0,yes,16
CAN10,Stephen Eustaquio,Canada,-,Canada,no,0,yes,16
CAN11,Ismael Kone,Canada,-,Canada,no,0,yes,16
CAN12,Jonathan Osorio,Canada,-,Canada,no,0,yes,16
CAN13,Team Photo,Canada,-,Canada,no,0,yes,16
CAN14,Jacob Shaffelburg,Canada,-,Canada,no,0,yes,16
CAN15,Mathieu Choiniere,Canada,-,Canada,no,0,yes,16
CAN16,Niko Sigur,Canada,-,Canada,no,0,yes,16
CAN17,Tajon Buchanan,Canada,-,Canada,no,0,yes,16
CAN18,Liam Millar,Canada,-,Canada,no,0,yes,16
CAN19,Cyle Larin,Canada,-,Canada,no,0,yes,16
CAN20,Jonathan David,Canada,-,Canada,no,0,yes,16
BIH1,Emblem,Bosnia and Herzegovina,foil,Bosnia and Herzegovina,no,0,yes,18
BIH2,Nikola Vasilj,Bosnia and Herzegovina,-,Bosnia and Herzegovina,no,0,yes,18
BIH3,Amer Dedic,Bosnia and Herzegovina,-,Bosnia and Herzegovina,no,0,yes,18
BIH4,Sead Kolasinac,Bosnia and Herzegovina,-,Bosnia and Herzegovina,no,0,yes,18
BIH5,Tarik Muharemovic,Bosnia and Herzegovina,-,Bosnia and Herzegovina,no,0,yes,18
BIH6,Nihad Mujakic,Bosnia and Herzegovina,-,Bosnia and Herzegovina,no,0,yes,18
BIH7,Nikola Katic,Bosnia and Herzegovina,-,Bosnia and Herzegovina,no,0,yes,18
BIH8,Amir Hadziahmetovic,Bosnia and Herzegovina,-,Bosnia and Herzegovina,no,0,yes,18
BIH9,Benjamin Tahirovic,Bosnia and Herzegovina,-,Bosnia and Herzegovina,no,0,yes,18
BIH10,Armin Gigovic,Bosnia and Herzegovina,-,Bosnia and Herzegovina,no,0,yes,18
BIH11,Ivan Sunjic,Bosnia and Herzegovina,-,Bosnia and Herzegovina,no,0,yes,18
BIH12,Ivan Basic,Bosnia and Herzegovina,-,Bosnia and Herzegovina,no,0,yes,18
BIH13,Team Photo,Bosnia and Herzegovina,-,Bosnia and Herzegovina,no,0,yes,18
BIH14,Dzenis Burnic,Bosnia and Herzegovina,-,Bosnia and Herzegovina,no,0,yes,18
BIH15,Esmir Bajraktarevic,Bosnia and Herzegovina,-,Bosnia and Herzegovina,no,0,yes,18
BIH16,Amar Memic,Bosnia and Herzegovina,-,Bosnia and Herzegovina,no,0,yes,18
BIH17,Ermedin Demirovic,Bosnia and Herzegovina,-,Bosnia and Herzegovina,no,0,yes,18
BIH18,Edin Dzeko,Bosnia and Herzegovina,-,Bosnia and Herzegovina,no,0,yes,18
BIH19,Samed Bazdar,Bosnia and Herzegovina,-,Bosnia and Herzegovina,no,0,yes,18
BIH20,Haris Tabakovic,Bosnia and Herzegovina,-,Bosnia and Herzegovina,no,0,yes,18
QAT1,Emblem,Qatar,foil,Qatar,no,0,yes,20
QAT2,Meshaal Barsham,Qatar,-,Qatar,no,0,yes,20
QAT3,Sultan Albrake,Qatar,-,Qatar,no,0,yes,20
QAT4,Lucas Mendes,Qatar,-,Qatar,no,0,yes,20
QAT5,Homam Ahmed,Qatar,-,Qatar,no,0,yes,20
QAT6,Boualem Khoukhi,Qatar,-,Qatar,no,0,yes,20
QAT7,Pedro Miguel,Qatar,-,Qatar,no,0,yes,20
QAT8,Tarek Salman,Qatar,-,Qatar,no,0,yes,20
QAT9,Mohamed Al-Mannai,Qatar,-,Qatar,no,0,yes,20
QAT10,Karim Boudiaf,Qatar,-,Qatar,no,0,yes,20
QAT11,Assim Madibo,Qatar,-,Qatar,no,0,yes,20
QAT12,Ahmed Fatehi,Qatar,-,Qatar,no,0,yes,20
QAT13,Team Photo,Qatar,-,Qatar,no,0,yes,20
QAT14,Mohammed Waad,Qatar,-,Qatar,no,0,yes,20
QAT15,Abdulaziz Hatem,Qatar,-,Qatar,no,0,yes,20
QAT16,Hassan Al-Haydos,Qatar,-,Qatar,no,0,yes,20
QAT17,Edmilson Junior,Qatar,-,Qatar,no,0,yes,20
QAT18,Akram Hassan Afif,Qatar,-,Qatar,no,0,yes,20
QAT19,Ahmed Al Ganehi,Qatar,-,Qatar,no,0,yes,20
QAT20,Almoez Ali,Qatar,-,Qatar,no,0,yes,20
SUI1,Emblem,Switzerland,foil,Switzerland,no,0,yes,22
SUI2,Gregor Kobel,Switzerland,-,Switzerland,no,0,yes,22
SUI3,Yvon Mvogo,Switzerland,-,Switzerland,no,0,yes,22
SUI4,Manuel Akanji,Switzerland,-,Switzerland,no,0,yes,22
SUI5,Ricardo Rodriguez,Switzerland,-,Switzerland,no,0,yes,22
SUI6,Nico Elvedi,Switzerland,-,Switzerland,no,0,yes,22
SUI7,Aurele Amenda,Switzerland,-,Switzerland,no,0,yes,22
SUI8,Silvan Widmer,Switzerland,-,Switzerland,no,0,yes,22
SUI9,Granit Xhaka,Switzerland,-,Switzerland,no,0,yes,22
SUI10,Denis Zakaria,Switzerland,-,Switzerland,no,0,yes,22
SUI11,Remo Freuler,Switzerland,-,Switzerland,no,0,yes,22
SUI12,Fabian Rieder,Switzerland,-,Switzerland,no,0,yes,22
SUI13,Team Photo,Switzerland,-,Switzerland,no,0,yes,22
SUI14,Ardon Jashari,Switzerland,-,Switzerland,no,0,yes,22
SUI15,Johan Manzambi,Switzerland,-,Switzerland,no,0,yes,22
SUI16,Michel Aebischer,Switzerland,-,Switzerland,no,0,yes,22
SUI17,Breel Embolo,Switzerland,-,Switzerland,no,0,yes,22
SUI18,Ruben Vargas,Switzerland,-,Switzerland,no,0,yes,22
SUI19,Dan Ndoye,Switzerland,-,Switzerland,no,0,yes,22
SUI20,Zeki Amdouni,Switzerland,-,Switzerland,no,0,yes,22
BRA1,Emblem,Brazil,foil,Brazil,no,0,yes,24
BRA2,Alisson,Brazil,-,Brazil,no,0,yes,24
BRA3,Bento,Brazil,-,Brazil,no,0,yes,24
BRA4,Marquinhos,Brazil,-,Brazil,no,0,yes,24
BRA5,Eder Militao,Brazil,-,Brazil,no,0,yes,24
BRA6,Gabriel Magalhaes,Brazil,-,Brazil,no,0,yes,24
BRA7,Danilo,Brazil,-,Brazil,no,0,yes,24
BRA8,Wesley,Brazil,-,Brazil,no,0,yes,24
BRA9,Lucas Paqueta,Brazil,-,Brazil,no,0,yes,24
BRA10,Casemiro,Brazil,-,Brazil,no,0,yes,24
BRA11,Bruno Guimaraes,Brazil,-,Brazil,no,0,yes,24
BRA12,Luiz Henrique,Brazil,-,Brazil,no,0,yes,24
BRA13,Team Photo,Brazil,-,Brazil,no,0,yes,24
BRA14,Vinicius Junior,Brazil,-,Brazil,no,0,yes,24
BRA15,Rodrygo,Brazil,-,Brazil,no,0,yes,24
BRA16,Joao Pedro,Brazil,-,Brazil,no,0,yes,24
BRA17,Matheus Cunha,Brazil,-,Brazil,no,0,yes,24
BRA18,Gabriel Martinelli,Brazil,-,Brazil,no,0,yes,24
BRA19,Raphinha,Brazil,-,Brazil,no,0,yes,24
BRA20,Estevao,Brazil,-,Brazil,no,0,yes,24
MOR1,Emblem,Morocco,foil,Morocco,no,0,yes,26
MOR2,Yassine Bounou,Morocco,-,Morocco,no,0,yes,26
MOR3,Munir El Kajoui,Morocco,-,Morocco,no,0,yes,26
MOR4,Achraf Hakimi,Morocco,-,Morocco,no,0,yes,26
MOR5,Noussair Mazraoui,Morocco,-,Morocco,no,0,yes,26
MOR6,Nayef Aguerd,Morocco,-,Morocco,no,0,yes,26
MOR7,Romain Saiss,Morocco,-,Morocco,no,0,yes,26
MOR8,Jawad El Yamiq,Morocco,-,Morocco,no,0,yes,26
MOR9,Adam Masina,Morocco,-,Morocco,no,0,yes,26
MOR10,Sofyan Amrabat,Morocco,-,Morocco,no,0,yes,26
MOR11,Azzedine Ounahi,Morocco,-,Morocco,no,0,yes,26
MOR12,Eliesse Ben Seghir,Morocco,-,Morocco,no,0,yes,26
MOR13,Team Photo,Morocco,-,Morocco,no,0,yes,26
MOR14,Bilal El Khannouss,Morocco,-,Morocco,no,0,yes,26
MOR15,Ismael Saibari,Morocco,-,Morocco,no,0,yes,26
MOR16,Youssef En-Nesyri,Morocco,-,Morocco,no,0,yes,26
MOR17,Abde Ezzalzouli,Morocco,-,Morocco,no,0,yes,26
MOR18,Soufiane Rahimi,Morocco,-,Morocco,no,0,yes,26
MOR19,Brahim Diaz,Morocco,-,Morocco,no,0,yes,26
MOR20,Ayoub El Kaabi,Morocco,-,Morocco,no,0,yes,26
HAI1,Emblem,Haiti,foil,Haiti,no,0,yes,28
HAI2,Johny Placide,Haiti,-,Haiti,no,0,yes,28
HAI3,Carlens Arcus,Haiti,-,Haiti,no,0,yes,28
HAI4,Martin Experience,Haiti,-,Haiti,no,0,yes,28
HAI5,Jean-Kevin Duverne,Haiti,-,Haiti,no,0,yes,28
HAI6,Ricardo Ade,Haiti,-,Haiti,no,0,yes,28
HAI7,Duke Lacroix,Haiti,-,Haiti,no,0,yes,28
HAI8,Garven Metusala,Haiti,-,Haiti,no,0,yes,28
HAI9,Hannes Delcroix,Haiti,-,Haiti,no,0,yes,28
HAI10,Leverton Pierre,Haiti,-,Haiti,no,0,yes,28
HAI11,Danley Jean Jacques,Haiti,-,Haiti,no,0,yes,28
HAI12,Jean-Ricner Bellegarde,Haiti,-,Haiti,no,0,yes,28
HAI13,Team Photo,Haiti,-,Haiti,no,0,yes,28
HAI14,Christopher Attys,Haiti,-,Haiti,no,0,yes,28
HAI15,Derrick Etienne Jr,Haiti,-,Haiti,no,0,yes,28
HAI16,Josue Casimir,Haiti,-,Haiti,no,0,yes,28
HAI17,Ruben Providence,Haiti,-,Haiti,no,0,yes,28
HAI18,Duckens Nazon,Haiti,-,Haiti,no,0,yes,28
HAI19,Louicius Deedson,Haiti,-,Haiti,no,0,yes,28
HAI20,Frantzdy Pierrot,Haiti,-,Haiti,no,0,yes,28
SCO1,Emblem,Scotland,foil,Scotland,no,0,yes,30
SCO2,Angus Gunn,Scotland,-,Scotland,no,0,yes,30
SCO3,Jack Hendry,Scotland,-,Scotland,no,0,yes,30
SCO4,Kieran Tierney,Scotland,-,Scotland,no,0,yes,30
SCO5,Aaron Hickey,Scotland,-,Scotland,no,0,yes,30
SCO6,Andrew Robertson,Scotland,-,Scotland,no,0,yes,30
SCO7,Scott McKenna,Scotland,-,Scotland,no,0,yes,30
SCO8,John Souttar,Scotland,-,Scotland,no,0,yes,30
SCO9,Anthony Ralston,Scotland,-,Scotland,no,0,yes,30
SCO10,Grant Hanley,Scotland,-,Scotland,no,0,yes,30
SCO11,Scott McTominay,Scotland,-,Scotland,no,0,yes,30
SCO12,Billy Gilmour,Scotland,-,Scotland,no,0,yes,30
SCO13,Team Photo,Scotland,-,Scotland,no,0,yes,30
SCO14,Lewis Ferguson,Scotland,-,Scotland,no,0,yes,30
SCO15,Ryan Christie,Scotland,-,Scotland,no,0,yes,30
SCO16,Kenny McLean,Scotland,-,Scotland,no,0,yes,30
SCO17,John McGinn,Scotland,-,Scotland,no,0,yes,30
SCO18,Lyndon Dykes,Scotland,-,Scotland,no,0,yes,30
SCO19,Che Adams,Scotland,-,Scotland,no,0,yes,30
SCO20,Ben Gannon-Doak,Scotland,-,Scotland,no,0,yes,30
USA1,Emblem,USA,foil,USA,no,0,yes,32
USA2,Matt Freese,USA,-,USA,no,0,yes,32
USA3,Chris Richards,USA,-,USA,no,0,yes,32
USA4,Tim Ream,USA,-,USA,no,0,yes,32
USA5,Mark McKenzie,USA,-,USA,no,0,yes,32
USA6,Alex Freeman,USA,-,USA,no,0,yes,32
USA7,Antonee Robinson,USA,-,USA,no,0,yes,32
USA8,Tyler Adams,USA,-,USA,no,0,yes,32
USA9,Tanner Tessmann,USA,-,USA,no,0,yes,32
USA10,Weston McKenny,USA,-,USA,no,0,yes,32
USA11,Christian Roldan,USA,-,USA,no,0,yes,32
USA12,Timothy Weah,USA,-,USA,no,0,yes,32
USA13,Team Photo,USA,-,USA,no,0,yes,32
USA14,Diego Luna,USA,-,USA,no,0,yes,32
USA15,Malik Tillman,USA,-,USA,no,0,yes,32
USA16,Christian Pulisic,USA,-,USA,no,0,yes,32
USA17,Brenden Aaronson,USA,-,USA,no,0,yes,32
USA18,Ricardo Pepi,USA,-,USA,no,0,yes,32
USA19,Haji Wright,USA,-,USA,no,0,yes,32
USA20,Folarin Balogun,USA,-,USA,no,0,yes,32
PAR1,Emblem,Paraguay,foil,Paraguay,no,0,yes,34
PAR2,Roberto Fernandez,Paraguay,-,Paraguay,no,0,yes,34
PAR3,Orlando Gill,Paraguay,-,Paraguay,no,0,yes,34
PAR4,Gustavo Gomez,Paraguay,-,Paraguay,no,0,yes,34
PAR5,Fabian Balbuena,Paraguay,-,Paraguay,no,0,yes,34
PAR6,Juan Jose Caceres,Paraguay,-,Paraguay,no,0,yes,34
PAR7,Omar Alderete,Paraguay,-,Paraguay,no,0,yes,34
PAR8,Junior Alonso,Paraguay,-,Paraguay,no,0,yes,34
PAR9,Mathias Villasanti,Paraguay,-,Paraguay,no,0,yes,34
PAR10,Diego Gomez,Paraguay,-,Paraguay,no,0,yes,34
PAR11,Damian Bobadilla,Paraguay,-,Paraguay,no,0,yes,34
PAR12,Andres Cubas,Paraguay,-,Paraguay,no,0,yes,34
PAR13,Team Photo,Paraguay,-,Paraguay,no,0,yes,34
PAR14,Matias Galarza Fonda,Paraguay,-,Paraguay,no,0,yes,34
PAR15,Julio Enciso,Paraguay,-,Paraguay,no,0,yes,34
PAR16,Alejandro Romero Gamarra,Paraguay,-,Paraguay,no,0,yes,34
PAR17,Miguel Almiron,Paraguay,-,Paraguay,no,0,yes,34
PAR18,Ramon Sosa,Paraguay,-,Paraguay,no,0,yes,34
PAR19,Angel Romero,Paraguay,-,Paraguay,no,0,yes,34
PAR20,Antonio Sanabria,Paraguay,-,Paraguay,no,0,yes,34
AUS1,Emblem,Australia,foil,Australia,no,0,yes,36
AUS2,Mathew Ryan,Australia,-,Australia,no,0,yes,36
AUS3,Joe Gauci,Australia,-,Australia,no,0,yes,36
AUS4,Harry Souttar,Australia,-,Australia,no,0,yes,36
AUS5,Alessandro Circati,Australia,-,Australia,no,0,yes,36
AUS6,Jordan Bos,Australia,-,Australia,no,0,yes,36
AUS7,Aziz Behich,Australia,-,Australia,no,0,yes,36
AUS8,Cameron Burgess,Australia,-,Australia,no,0,yes,36
AUS9,Lewis Miller,Australia,-,Australia,no,0,yes,36
AUS10,Milos Degenek,Australia,-,Australia,no,0,yes,36
AUS11,Jackson Irvine,Australia,-,Australia,no,0,yes,36
AUS12,Riley McGree,Australia,-,Australia,no,0,yes,36
AUS13,Team Photo,Australia,-,Australia,no,0,yes,36
AUS14,Aiden O'Neill,Australia,-,Australia,no,0,yes,36
AUS15,Connor Metcalfe,Australia,-,Australia,no,0,yes,36
AUS16,Patrick Yazbek,Australia,-,Australia,no,0,yes,36
AUS17,Craig Goodwin,Australia,-,Australia,no,0,yes,36
AUS18,Kusini Yengi,Australia,-,Australia,no,0,yes,36
AUS19,Nestory Irankunda,Australia,-,Australia,no,0,yes,36
AUS20,Mohamed Toure,Australia,-,Australia,no,0,yes,36
