card_id,card_description,association,card_type,nation,collected,duplicate,main_set,page_number
COL7,Johan Mojica,Colombia,-,Colombia,no,0,yes,96
COL8,Jhon Lucumi,Colombia,-,Colombia,no,0,yes,96
COL9,Santiago Arias,Colombia,-,Colombia,no,0,yes,96
COL10,Jefferson Lerma,Colombia,-,Colombia,no,0,yes,96
COL11,Kevin Castano,Colombia,-,Colombia,no,0,yes,96
COL12,Richard Rios,Colombia,-,Colombia,no,0,yes,96
COL13,Team Photo,Colombia,-,Colombia,no,0,yes,96
COL14,James Rodriguez,Colombia,-,Colombia,no,0,yes,96
COL15,Juan Fernando Quintero,Colombia,-,Colombia,no,0,yes,96
COL16,Jorge Carrascal,Colombia,-,Colombia,no,0,yes,96
COL17,Jhon Arias,Colombia,-,Colombia,no,0,yes,96
COL18,Jhon Cordova,Colombia,-,Colombia,no,0,yes,96
COL19,Luis Suarez,Colombia,-,Colombia,no,0,yes,96
COL20,Luis Diaz,Colombia,-,Colombia,no,0,yes,96
ENG1,Emblem,England,foil,England,no,0,yes,98
ENG2,Jordan Pickford,England,-,England,no,0,yes,98
ENG3,John Stones,England,-,England,no,0,yes,98
ENG4,Marc Guehi,England,-,England,no,0,yes,98
ENG5,Ezri Konsa,England,-,England,no,0,yes,98
ENG6,Trent Alexander-Arnold,England,-,England,no,0,yes,98
ENG7,Reece James,England,-,England,no,0,yes,98
ENG8,Dan Burn,England,-,England,no,0,yes,98
ENG9,Jordan Henderson,England,-,England,no,0,yes,98
ENG10,Declan Rice,England,-,England,no,0,yes,98
ENG11,Jude Bellingham,England,-,England,no,0,yes,98
ENG12,Cole Palmer,England,-,England,no,0,yes,98
ENG13,Team Photo,England,-,England,no,0,yes,98
ENG14,Morgan Rogers,England,-,England,no,0,yes,98
ENG15,Anthony Gordon,England,-,England,no,0,yes,98
ENG16,Phil Foden,England,-,England,no,0,yes,98
ENG17,Bukayo Saka,England,-,England,no,0,yes,98
ENG18,Harry Kane,England,-,England,no,0,yes,98
ENG19,Marcus Rashford,England,-,England,no,0,yes,98
ENG20,Ollie Watkins,England,-,England,no,0,yes,98
CRO1,Emblem,Croatia,foil,Croatia,no,0,yes,100
CRO2,Dominik Livakovic,Croatia,-,Croatia,no,0,yes,100
CRO3,Duje Caleta-Car,Croatia,-,Croatia,no,0,yes,100
CRO4,Josko Gvardiol,Croatia,-,Croatia,no,0,yes,100
CRO5,Josip Stanisic,Croatia,-,Croatia,no,0,yes,100
CRO6,Luka Vuskovic,Croatia,-,Croatia,no,0,yes,100
CRO7,Josip Sutalo,Croatia,-,Croatia,no,0,yes,100
CRO8,Kristijan Jakic,Croatia,-,Croatia,no,0,yes,100
CRO9,Luka Modric,Croatia,-,Croatia,no,0,yes,100
CRO10,Mateo Kovacic,Croatia,-,Croatia,no,0,yes,100
CRO11,Martin Baturina,Croatia,-,Croatia,no,0,yes,100
CRO12,Lovro Majer,Croatia,-,Croatia,no,0,yes,100
CRO13,Team Photo,Croatia,-,Croatia,no,0,yes,100
CRO14,Mario Pasalic,Croatia,-,Croatia,no,0,yes,100
CRO15,Petar Sucic,Croatia,-,Croatia,no,0,yes,100
CRO16,Ivan Perisic,Croatia,-,Croatia,no,0,yes,100
CRO17,Marco Pasalic,Croatia,-,Croatia,no,0,yes,100
CRO18,Ante Budimir,Croatia,-,Croatia,no,0,yes,100
CRO19,Andrej Kramaric,Croatia,-,Croatia,no,0,yes,100
CRO20,Franjo Ivanovic,Croatia,-,Croatia,no,0,yes,100
GHA1,Emblem,Ghana,foil,Ghana,no,0,yes,102
GHA2,Lawrence Ati Zigi,Ghana,-,Ghana,no,0,yes,102
GHA3,Tariq Lamptey,Ghana,-,Ghana,no,0,yes,102
GHA4,Mohammed Salisu,Ghana,-,Ghana,no,0,yes,102
GHA5,Alidu Seidu,Ghana,-,Ghana,no,0,yes,102
GHA6,Alexander Djiku,Ghana,-,Ghana,no,0,yes,102
GHA7,Gideon Mensah,Ghana,-,Ghana,no,0,yes,102
GHA8,Caleb Yirenkyi,Ghana,-,Ghana,no,0,yes,102
GHA9,Abdul Issahaku Fatawu,Ghana,-,Ghana,no,0,yes,102
GHA10,Thomas Partey,Ghana,-,Ghana,no,0,yes,102
GHA11,Salis Abdul Samed,Ghana,-,Ghana,no,0,yes,102
GHA12,Kamaldeen Sulemana,Ghana,-,Ghana,no,0,yes,102
GHA13,Team Photo,Ghana,-,Ghana,no,0,yes,102
GHA14,Mohammed Kudus,Ghana,-,Ghana,no,0,yes,102
GHA15,Inaki Williams,Ghana,-,Ghana,no,0,yes,102
GHA16,Jordan Ayew,Ghana,-,Ghana,no,0,yes,102
GHA17,Andre Ayew,Ghana,-,Ghana,no,0,yes,102
GHA18,Joseph Paintsil,Ghana,-,Ghana,no,0,yes,102
GHA19,Osman Bukari,Ghana,-,Ghana,no,0,yes,102
GHA20,Antoine Semenyo,Ghana,-,Ghana,no,0,yes,102
PAN1,Emblem,Panama,foil,Panama,no,0,yes,104
PAN2,Orlando Mosquera,Panama,-,Panama,no,0,yes,104
PAN3,Luis Mejia,Panama,-,Panama,no,0,yes,104
PAN4,Fidel Escobar,Panama,-,Panama,no,0,yes,104
PAN5,Andres Andrade,Panama,-,Panama,no,0,yes,104
PAN6,Michael Amir Murillo,Panama,-,Panama,no,0,yes,104
PAN7,Eric Davis,Panama,-,Panama,no,0,yes,104
PAN8,Jose Cordoba,Panama,-,Panama,no,0,yes,104
PAN9,Cesar Blackman,Panama,-,Panama,no,0,yes,104
PAN10,Cristian Martinez,Panama,-,Panama,no,0,yes,104
PAN11,Anibal Godoy,Panama,-,Panama,no,0,yes,104
PAN12,Adalberto Carrasquilla,Panama,-,Panama,no,0,yes,104
PAN13,Team Photo,Panama,-,Panama,no,0,yes,104
PAN14,Edgar Barcenas,Panama,-,Panama,no,0,yes,104
PAN15,Carlos Harvey,Panama,-,Panama,no,0,yes,104
PAN16,Ismael Diaz,Panama,-,Panama,no,0,yes,104
PAN17,Jose Fajardo,Panama,-,Panama,no,0,yes,104
PAN18,Cecilio Waterman,Panama,-,Panama,no,0,yes,104
PAN19,Jose Luiz Rodriguez,Panama,-,Panama,no,0,yes,104
PAN20,Alberto Quintero,Panama,-,Panama,no,0,yes,104
FWC9,Italy 1934,FIFA World Cup History,foil,FIFA World Cup History,no,0,yes,106
FWC10,Uruguay 1950,FIFA World Cup History,foil,FIFA World Cup History,no,0,yes,106
FWC11,West Germany 1954,FIFA World Cup History,foil,FIFA World Cup History,no,0,yes,106
FWC12,Brazil 1962,FIFA World Cup History,foil,FIFA World Cup History,no,0,yes,106
FWC13,West Germany 1974,FIFA World Cup History,foil,FIFA World Cup History,no,0,yes,106
FWC14,Argentina 1986,FIFA World Cup History,foil,FIFA World Cup History,no,0,yes,108
FWC15,Brazil 1994,FIFA World Cup History,foil,FIFA World Cup History,no,0,yes,108
FWC16,Brazil 2002,FIFA World Cup History,foil,FIFA World Cup History,no,0,yes,108
FWC17,Italy 2006,FIFA World Cup History,foil,FIFA World Cup History,no,0,yes,108
FWC18,Germany 2014,FIFA World Cup History,foil,FIFA World Cup History,no,0,yes,108
FWC19,Argentina 2022,FIFA World Cup History,foil,FIFA World Cup History,no,0,yes,108
CC-US1,Lamine Yamal,Spain,Coca Cola / USA Canada,Spain,no,0,yes,110
CC-US2,Joshua Kimmich,Germany,Coca Cola / USA Canada,Germany,no,0,yes,110
CC-US3,Harry Kane,England,Coca Cola / USA Canada,England,no,0,yes,110
CC-US4,Santiago Gimenez,Mexico,Coca Cola / USA Canada,Mexico,no,0,yes,110
CC-US5,Antonee Robinson,USA,Coca Cola / USA Canada,USA,no,0,yes,110
CC-US6,Jefferson Lerma,Colombia,Coca Cola / USA Canada,Colombia,no,0,yes,110
CC-US7,Edson Alvarez,Mexico,Coca Cola / USA Canada,Mexico,no,0,yes,110
CC-US8,Virgil van Dijk,Netherlands,Coca Cola / USA Canada,Netherlands,no,0,yes,110
CC-US9,Alphonso Davies,Canada,Coca Cola / USA Canada,Canada,no,0,yes,110
CC-US10,Weston McKennie,USA,Coca Cola / USA Canada,USA,no,0,yes,110
CC-US11,Lautaro Martinez,Argentina,Coca Cola / USA Canada,Argentina,no,0,yes,110
CC-US12,Gabriel Magalhaes,Brazil,Coca Cola / USA Canada,Brazil,no,0,yes,110
CC-LAM1,Lamine Yamal,Spain,Coca Cola / Latin America,Spain,no,0,NA,1
CC-LAM2,Joshua Kimmich,Germany,Coca Cola / Latin America,Germany,no,0,NA,1
CC-LAM3,Harry Kane,England,Coca Cola / Latin America,England,no,0,NA,1
CC-LAM4,Santiago Gimenez,Mexico,Coca Cola / Latin America,Mexico,no,0,NA,1
CC-LAM5,Josko Gvardiol,Croatia,Coca Cola / Latin America,Croatia,no,0,NA,1
CC-LAM6,Federico Valverde,Uruguay,Coca Cola / Latin America,Uruguay,no,0,NA,1
CC-LAM7,Jefferson Lerma,Colombia,Coca Cola / Latin America,Colombia,no,0,NA,1
CC-LAM8,Enner Valencia,Ecuador,Coca Cola / Latin America,Ecuador,no,0,NA,1
CC-LAM9,Gabriel Magalhaes,Brazil,Coca Cola / Latin America,Brazil,no,0,NA,1
CC-LAM10,Virgil van Dijk,Netherlands,Coca Cola / Latin America,Netherlands,no,0,NA,1
CC-LAM11,Alphonso Davies,Canada,Coca Cola / Latin America,Canada,no,0,NA,1
CC-LAM12,Emiliano Martinez,Argentina,Coca Cola / Latin America,Argentina,no,0,NA,1
CC-LAM13,Raul Jimenez,Mexico,Coca Cola / Latin America,Mexico,no,0,NA,1
CC-LAM14,Lautaro Martinez,Argentina,Coca Cola / Latin America,Argentina,no,0,NA,1
CC-RW1,Lamine Yamal,Spain,Coca Cola / Rest of the World,Spain,no,0,NA,1
CC-RW2,Joshua Kimmich,Germany,Coca Cola / Rest of the World,Germany,no,0,NA,1
CC-RW3,Harry Kane,England,Coca Cola / Rest of the World,England,no,0,NA,1
CC-RW4,Edson Alvarez,Mexico,Coca Cola / Rest of the World,Mexico,no,0,NA,1
CC-RW5,Josko Gvardiol,Croatia,Coca Cola / Rest of the World,Croatia,no,0,NA,1
CC-RW6,Federico Valverde,Uruguay,Coca Cola / Rest of the World,Uruguay,no,0,NA,1
CC-RW7,Jefferson Lerma,Colombia,Coca Cola / Rest of the World,Colombia,no,0,NA,1
CC-RW8,Enner Valencia,Ecuador,Coca Cola / Rest of the World,Ecuador,no,0,NA,1
CC-RW9,Jordan Ayew,Ghana,Coca Cola / Rest of the World,Ghana,no,0,NA,1
CC-RW10,Virgil van Dijk,Netherlands,Coca Cola / Rest of the World,Netherlands,no,0,NA,1
CC-RW11,Alphonso Davies,Canada,Coca Cola / Rest of the World,Canada,no,0,NA,1
CC-RW12,Weston McKennie,USA,Coca Cola / Rest of the World,USA,no,0,NA,1
CC-RW13,Eduardo Camavinga,France,Coca Cola / Rest of the World,France,no,0,NA,1
CC-RW14,Lautaro Martinez,Argentina,Coca Cola / Rest of the World,Argentina,no,0,NA,1
CC-EU1,Lamine Yamal,Spain,Coca Cola / Europe,Spain,no,0,NA,1
CC-EU2,Joshua Kimmich,Germany,Coca Cola / Europe,Germany,no,0,NA,1
CC-EU3,Eduardo Camavinga,France,Coca Cola / Europe,France,no,0,NA,1
CC-EU4,Josko Gvardiol,Croatia,Coca Cola / Europe,Croatia,no,0,NA,1
CC-EU5,Federico Valverde,Uruguay,Coca Cola / Europe,Uruguay,no,0,NA,1
CC-EU6,Virgil van Dijk,Netherlands,Coca Cola / Europe,Netherlands,no,0,NA,1
CC-EU7,Alphonso Davies,Canada,Coca Cola / Europe,Canada,no,0,NA,1
CC-EU8,Raul Jimenez,Mexico,Coca Cola / Europe,Mexico,no,0,NA,1
CC-EU9,William Saliba,France,Coca Cola / Europe,France,no,0,NA,1
CC-EU10,Lautaro Martinez,Argentina,Coca Cola / Europe,Argentina,no,0,NA,1
CC-EU11,Harry Kane,England,Coca Cola / Europe,England,no,0,NA,1
CC-EU12,Antonee Robinson,USA,Coca Cola / Europe,USA,no,0,NA,1
ARG13MC,Team Photo,Argentina,McDonald's Exclusive,Argentina,no,0,NA,1
AUS13MC,Team Photo,Australia,McDonald's Exclusive,Australia,no,0,NA,1
BEL13MC,Team Photo,Belgium,McDonald's Exclusive,Belgium,no,0,NA,1
BRA13MC,Team Photo,Brazil,McDonald's Exclusive,Brazil,no,0,NA,1
CAN13MC,Team Photo,Canada,McDonald's Exclusive,Canada,no,0,NA,1
CIV13MC,Team Photo,Ivory Coast,McDonald's Exclusive,Ivory Coast,no,0,NA,1
COL13MC,Team Photo,Colombia,McDonald's Exclusive,Colombia,no,0,NA,1
CRO13MC,Team Photo,Croatia,McDonald's Exclusive,Croatia,no,0,NA,1
ECU13MC,Team Photo,Ecuador,McDonald's Exclusive,Ecuador,no,0,NA,1
ENG13MC,Team Photo,England,McDonald's Exclusive,England,no,0,NA,1
ESP13MC,Team Photo,Spain,McDonald's Exclusive,Spain,no,0,NA,1
FRA13MC,Team Photo,France,McDonald's Exclusive,France,no,0,NA,1
GER13MC,Team Photo,Germany,McDonald's Exclusive,Germany,no,0,NA,1
GHA13MC,Team Photo,Ghana,McDonald's Exclusive,Ghana,no,0,NA,1
JPN13MC,Team Photo,Japan,McDonald's Exclusive,Japan,no,0,NA,1
KOR13MC,Team Photo,South Korea,McDonald's Exclusive,South Korea,no,0,NA,1
RSA13MC,Team Photo,Saudi Arabia,McDonald's Exclusive,Saudi Arabia,no,0,NA,1
MAR13MC,Team Photo,Morocco,McDonald's Exclusive,Morocco,no,0,NA,1
MEX13MC,Team Photo,Mexico,McDonald's Exclusive,Mexico,no,0,NA,1
NED13MC,Team Photo,Netherlands,McDonald's Exclusive,Netherlands,no,0,NA,1
NOR13MC,Team Photo,Norway,McDonald's Exclusive,Norway,no,0,NA,1
PAN13MC,Team Photo,Panama,McDonald's Exclusive,Panama,no,0,NA,1
QAT13MC,Team Photo,Qatar,McDonald's Exclusive,Qatar,no,0,NA,1
SEN13MC,Team Photo,Senegal,McDonald's Exclusive,Senegal,no,0,NA,1
SUI13MC,Team Photo,Switzerland,McDonald's Exclusive,Switzerland,no,0,NA,1
TUN13MC,Team Photo,Tunisia,McDonald's Exclusive,Tunisia,no,0,NA,1
URU13MC,Team Photo,Uruguay,McDonald's Exclusive,Uruguay,no,0,NA,1
USA13MC,Team Photo,USA,McDonald's Exclusive,USA,no,0,NA,1
UZB13MC,Team Photo,Uzbekistan,McDonald's Exclusive,Uzbekistan,no,0,NA,1
LM,Lionel Messi,Argentina,Extra / Base,Argentina,no,0,NA,1
JD,Jeremy Doku,Belgium,Extra / Base,Belgium,no,0,NA,1
VJ,Vinicius Junior,Brazil,Extra / Base,Brazil,no,0,NA,1
AD,Alphonso Davies,Canada,Extra / Base,Canada,no,0,NA,1
LD,Luis Diaz,Colombia,Extra / Base,Colombia,no,0,NA,1
LMO,Luka Modric,Croatia,Extra / Base,Croatia,no,0,NA,1
MC,Moises Caicedo,Ecuador,Extra / Base,Ecuador,no,0,NA,1
MS,Mohamed Salah,Egypt,Extra / Base,Egypt,no,0,NA,1
JB,Jude Bellingham,England,Extra / Base,England,no,0,NA,1
KM,Kylian Mbappe,France,Extra / Base,France,no,0,NA,1
FW,Florian Wirtz,Germany,Extra / Base,Germany,no,0,NA,1
RJ,Raul Jimenez,Mexico,Extra / Base,Mexico,no,0,NA,1
AH,Achraf Hakimi,Morocco,Extra / Base,Morocco,no,0,NA,1
EH,Erling Haaland,Norway,Extra / Base,Norway,no,0,NA,1
CG,Cody Gakpo,Netherlands,Extra / Base,Netherlands,no,0,NA,1
CR,Cristiano Ronaldo,Portugal,Extra / Base,Portugal,no,0,NA,1
HS,Heung-min Son,South Korea,Extra / Base,South Korea,no,0,NA,1
LY,Lamine Yamal,Spain,Extra / Base,Spain,no,0,NA,1
CP,Christian Pulisic,USA,Extra / Base,USA,no,0,NA,1
FV,Federico Valverde,Uruguay,Extra / Base,Uruguay,no,0,NA,1
LM-B,Lionel Messi,Argentina,Extra / Bronze,Argentina,no,0,NA,1
JD-B,Jeremy Doku,Belgium,Extra / Bronze,Belgium,no,0,NA,1
VJ-B,Vinicius Junior,Brazil,Extra / Bronze,Brazil,no,0,NA,1
AD-B,Alphonso Davies,Canada,Extra / Bronze,Canada,no,0,NA,1
LD-B,Luis Diaz,Colombia,Extra / Bronze,Colombia,no,0,NA,1
LMO-B,Luka Modric,Croatia,Extra / Bronze,Croatia,no,0,NA,1
MC-B,Moises Caicedo,Ecuador,Extra / Bronze,Ecuador,no,0,NA,1
MS-B,Mohamed Salah,Egypt,Extra / Bronze,Egypt,no,0,NA,1
JB-B,Jude Bellingham,England,Extra / Bronze,England,no,0,NA,1
KM-B,Kylian Mbappe,France,Extra / Bronze,France,no,0,NA,1
FW-B,Florian Wirtz,Germany,Extra / Bronze,Germany,no,0,NA,1
RJ-B,Raul Jimenez,Mexico,Extra / Bronze,Mexico,no,0,NA,1
AH-B,Achraf Hakimi,Morocco,Extra / Bronze,Morocco,no,0,NA,1
EH-B,Erling Haaland,Norway,Extra / Bronze,Norway,no,0,NA,1
CG-B,Cody Gakpo,Netherlands,Extra / Bronze,Netherlands,no,0,NA,1
CR-B,Cristiano Ronaldo,Portugal,Extra / Bronze,Portugal,no,0,NA,1
HS-B,Heung-min Son,South Korea,Extra / Bronze,South Korea,no,0,NA,1
LY-B,Lamine Yamal,Spain,Extra / Bronze,Spain,no,0,NA,1
CP-B,Christian Pulisic,USA,Extra / Bronze,USA,no,0,NA,1
FV-B,Federico Valverde,Uruguay,Extra / Bronze,Uruguay,no,0,NA,1
LM-S,Lionel Messi,Argentina,Extra / Silver,Argentina,no,0,NA,1
JD-S,Jeremy Doku,Belgium,Extra / Silver,Belgium,no,0,NA,1
VJ-S,Vinicius Junior,Brazil,Extra / Silver,Brazil,no,0,NA,1
AD-S,Alphonso Davies,Canada,Extra / Silver,Canada,no,0,NA,1
LD-S,Luis Diaz,Colombia,Extra / Silver,Colombia,no,0,NA,1
LMO-S,Luka Modric,Croatia,Extra / Silver,Croatia,no,0,NA,1
MC-S,Moises Caicedo,Ecuador,Extra / Silver,Ecuador,no,0,NA,1
MS-S,Mohamed Salah,Egypt,Extra / Silver,Egypt,no,0,NA,1
JB-S,Jude Bellingham,England,Extra / Silver,England,no,0,NA,1
KM-S,Kylian Mbappe,France,Extra / Silver,France,no,0,NA,1
FW-S,Florian Wirtz,Germany,Extra / Silver,Germany,no,0,NA,1
RJ-S,Raul Jimenez,Mexico,Extra / Silver,Mexico,no,0,NA,1
AH-S,Achraf Hakimi,Morocco,Extra / Silver,Morocco,no,0,NA,1
EH-S,Erling Haaland,Norway,Extra / Silver,Norway,no,0,NA,1
CG-S,Cody Gakpo,Netherlands,Extra / Silver,Netherlands,no,0,NA,1
CR-S,Cristiano Ronaldo,Portugal,Extra / Silver,Portugal,no,0,NA,1
HS-S,Heung-min Son,South Korea,Extra / Silver,South Korea,no,0,NA,1
LY-S,Lamine Yamal,Spain,Extra / Silver,Spain,no,0,NA,1
CP-S,Christian Pulisic,USA,Extra / Silver,USA,no,0,NA,1
FV-S,Federico Valverde,Uruguay,Extra / Silver,Uruguay,no,0,NA,1
LM-G,Lionel Messi,Argentina,Extra / Gold,Argentina,no,0,NA,1
JD-G,Jeremy Doku,Belgium,Extra / Gold,Belgium,no,0,NA,1
VJ-G,Vinicius Junior,Brazil,Extra / Gold,Brazil,no,0,NA,1
AD-G,Alphonso Davies,Canada,Extra / Gold,Canada,no,0,NA,1
LD-G,Luis Diaz,Colombia,Extra / Gold,Colombia,no,0,NA,1
LMO-G,Luka Modric,Croatia,Extra / Gold,Croatia,no,0,NA,1
MC-G,Moises Caicedo,Ecuador,Extra / Gold,Ecuador,no,0,NA,1
MS-G,Mohamed Salah,Egypt,Extra / Gold,Egypt,no,0,NA,1
JB-G,Jude Bellingham,England,Extra / Gold,England,no,0,NA,1
KM-G,Kylian Mbappe,France,Extra / Gold,France,no,0,NA,1
FW-G,Florian Wirtz,Germany,Extra / Gold,Germany,no,0,NA,1
RJ-G,Raul Jimenez,Mexico,Extra / Gold,Mexico,no,0,NA,1
AH-G,Achraf Hakimi,Morocco,Extra / Gold,Morocco,no,0,NA,1
EH-G,Erling Haaland,Norway,Extra / Gold,Norway,no,0,NA,1
CG-G,Cody Gakpo,Netherlands,Extra / Gold,Netherlands,no,0,NA,1
CR-G,Cristiano Ronaldo,Portugal,Extra / Gold,Portugal,no,0,NA,1
HS-G,Heung-min Son,South Korea,Extra / Gold,South Korea,no,0,NA,1
LY-G,Lamine Yamal,Spain,Extra / Gold,Spain,no,0,NA,1
CP-G,Christian Pulisic,USA,Extra / Gold,USA,no,0,NA,1
FV-G,Federico Valverde,Uruguay,Extra / Gold,Uruguay,no,0,NA,1
ESP-J1,David Raya,Spain,Update / Spain,Spain,no,0,NA,1
ESP-J2,Marcos Llorente,Spain,Update / Spain,Spain,no,0,NA,1
ESP-J3,Pau Cubarsi,Spain,Update / Spain,Spain,no,0,NA,1
ESP-J4,Alejandro Grimaldo,Spain,Update / Spain,Spain,no,0,NA,1
ESP-J5,Alex Baena,Spain,Update / Spain,Spain,no,0,NA,1
ESP-J6,Borja Iglesias,Spain,Update / Spain,Spain,no,0,NA,1
